ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_encoded,Marital_Absurd,Marital_Alone,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Marital_YOLO,Customer_Tenure,Family_Size,Total_Spend
7892,1969,Graduation,-1.61297496409485,0,0,2013-01-02,1.3766802204672033,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.9363706570339493,-1.2751986462038936,-0.8783518809690329
2404,1976,Graduation,0.10106578136480344,1,1,2013-05-27,-1.5614214822434143,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.21888659544348144,1.390633884332676,-0.5735480725225531
5255,1986,Graduation,0.0035818706904731422,1,0,2013-02-20,-1.0429329464709522,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.6939105258757912,0.05771761906439125,0.06285548357449249
9422,1989,Graduation,-0.63833304351726,1,0,2013-05-31,-0.8009716297771368,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.19909393167546854,0.05771761906439125,-0.7845660937547314
1966,1965,PhD,1.6420263698699318,0,0,2013-11-22,1.618641537161019,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.6668351081750962,-1.2751986462038936,1.796217800838814
6864,1989,Master,-1.9881216443637015,0,0,2014-05-22,-0.5244444106984903,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,3,False,False,True,False,False,False,False,False,-1.56245314367768,-1.2751986462038936,-0.9537154599805252
3033,1963,Master,-0.6255159427459194,0,0,2013-05-11,0.23600544176778712,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.29805725051553306,-1.2751986462038936,-0.4713885543069748
5710,1970,Graduation,-0.5304722108722866,0,1,2012-10-10,-0.6281421178529828,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.3520165961622204,0.05771761906439125,-0.8029883019575407
7373,1952,PhD,-0.23163657673433954,0,2,2012-10-29,-1.423157872704091,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,4,False,False,True,False,False,False,False,False,1.258001443264159,1.390633884332676,-0.4981844935110609
8755,1946,Master,0.8552042721339084,0,0,2013-02-20,-1.5614214822434143,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,0.6939105258757912,-1.2751986462038936,0.9990386095172518
10738,1951,Master,-0.09464148810528066,1,1,2013-08-29,0.2014395393829563,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-0.24624100310482186,1.390633884332676,-0.8950993429715868
4339,1970,PhD,0.7909215821114929,0,1,2013-12-31,-0.420746703543998,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-0.8598135799132219,0.05771761906439125,0.5250854348449783
10755,1976,2n Cycle,-1.360133003109444,1,0,2013-09-02,0.927323489464403,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,-0.26603366687283475,0.05771761906439125,-0.8683034037675006
8595,1973,Graduation,-0.43774541644578074,0,1,2014-02-11,1.7223392443155112,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,-1.0676365494773574,0.05771761906439125,-0.8917498505710759
2968,1943,PhD,-0.11638126287513131,0,0,2013-02-01,0.13230773461329473,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,4,False,False,True,False,False,False,False,False,0.7879256787738524,-1.2751986462038936,0.506663226642169
8601,1980,Graduation,1.4149172035100632,0,1,2013-04-29,-1.595987384628245,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.35743524181957176,0.05771761906439125,1.332313103368073
503,1985,Master,-1.5158607774812316,1,0,2013-03-12,1.3421143180823725,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,0.5949472070357267,0.05771761906439125,-0.9151962973746514
8430,1957,Graduation,-1.4451202405317174,0,1,2012-12-24,-1.5614214822434143,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.9809041505119783,0.05771761906439125,-0.9671134295825682
7281,1959,PhD,0.0035818706904731422,0,0,2013-11-05,1.0655870990037262,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,-0.5827162871610413,-1.2751986462038936,-0.6924550527406854
2139,1975,Master,-2.1596243119925234,1,0,2013-10-02,-1.0429329464709522,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.4144786451329316,0.05771761906439125,-0.9520407137802698
1371,1976,Graduation,1.411466445610087,0,0,2014-06-28,0.7890598799250799,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.7455352835317994,-1.2751986462038936,0.6439924150631104
9909,1996,2n Cycle,-2.1596243119925234,0,0,2012-11-09,-0.8701034345467984,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,1,False,False,False,True,False,False,False,False,1.2035716179021236,-1.2751986462038936,-0.7996388095570299
7286,1968,Graduation,-0.47230229198697193,1,0,2013-05-24,1.4803779276216957,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.23373109326949112,0.05771761906439125,-0.9118468049741406
7244,1951,Graduation,0.0035818706904731422,2,1,2014-01-01,1.618641537161019,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-0.8647617458552251,2.7235501496009613,-0.7962893171565191
6566,1954,PhD,1.0471157079140185,1,1,2012-11-08,-0.35161489877433644,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.2085197838441268,1.390633884332676,1.2050323921486639
8614,1957,Graduation,0.6988849392649823,0,1,2014-05-12,-0.6972739226226443,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,-1.5129714842576478,0.05771761906439125,-0.15486152245870732
4114,1964,Master,1.3721278055503572,0,0,2012-08-11,-1.630553287013076,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,1.6489065526824138,-1.2751986462038936,1.8313874710441773
1331,1977,Graduation,-0.7650251549878181,1,0,2013-01-02,0.16687363699812552,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.9363706570339493,0.05771761906439125,-0.8833761195697991
2225,1977,Graduation,1.5416586115220499,0,0,2014-06-07,0.16687363699812552,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,2,False,False,True,False,False,False,False,False,-1.6416237987497317,-1.2751986462038936,1.7041067598247681
9381,1978,Graduation,0.7426109715118248,1,1,2013-06-12,0.2705713441526179,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.13971594037142981,1.390633884332676,0.010938351366575609
6260,1955,Master,1.5318978963192598,0,0,2012-11-19,0.2014395393829563,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,3,False,False,False,False,False,True,False,False,1.1540899584820912,-1.2751986462038936,2.2735204679115983
10383,1966,Graduation,0.9355576346619279,0,0,2013-04-02,-0.6627080202378136,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,2,False,False,True,False,False,False,False,False,0.4910357222536589,-1.2751986462038936,0.8265397508909472
7437,1988,Graduation,-1.152101598282302,1,0,2014-04-28,-0.6281421178529828,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.4436971610696028,0.05771761906439125,-0.9553902061807805
8557,1982,Graduation,0.0035818706904731422,1,0,2013-06-17,0.2705713441526179,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.11497511066141368,0.05771761906439125,-0.926919520776439
8375,1968,PhD,0.2289903063710675,0,1,2014-03-03,0.4779667584616027,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-1.166599868317422,0.05771761906439125,-0.13643931425589811
6853,1982,Master,1.2061956471029258,0,0,2013-07-04,-1.284894263164768,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,3,False,False,False,False,True,False,False,False,0.03085628964735883,-1.2751986462038936,1.4043271899790546
3076,1975,Graduation,0.7564140031117299,1,1,2012-09-07,-1.077498848855783,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.5153060722483267,1.390633884332676,0.020986828568107907
1012,1952,Graduation,0.5183117080133657,0,1,2013-02-18,-0.8009716297771368,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.7038068577597977,0.05771761906439125,0.47651779503757213
6518,1951,PhD,0.8070415511585249,0,1,2013-06-11,-1.423157872704091,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,4,False,False,False,False,False,False,True,False,0.14466410631343304,0.05771761906439125,0.010938351366575609
4137,1948,Graduation,0.9542410238632281,0,0,2013-12-06,-0.6972739226226443,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.7361094313631413,-1.2751986462038936,0.7980690654866057
8082,1971,Graduation,-1.2613920306286939,1,0,2013-05-21,0.8927575870795722,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,0.2485755910955008,0.05771761906439125,-0.9470164751795036
1386,1967,Graduation,-0.928492486363838,1,1,2014-05-11,-1.6996850917827375,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-1.5080233183156446,1.390633884332676,-0.9855356377853774
9369,1979,2n Cycle,1.818310802017292,0,1,2014-03-19,-1.0429329464709522,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1,False,False,False,False,True,False,False,False,-1.2457705233894736,0.05771761906439125,1.1296688131371717
4477,1958,Graduation,0.8768454538209026,0,1,2013-09-27,-1.5614214822434143,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.3897378154229154,0.05771761906439125,0.08965142277857863
1357,1970,Graduation,1.1606949393646668,1,2,2013-04-08,1.411246122852034,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.46134672660163956,2.7235501496009613,1.6119957188107221
1402,1954,Master,0.7730762341144726,0,0,2012-09-11,-1.6651191893979067,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,1.4955134084803139,-1.2751986462038936,1.0944991429318085
10629,1973,2n Cycle,0.0035818706904731422,1,0,2012-09-14,-0.8355375321619676,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,1.4806689106543043,0.05771761906439125,-0.8214105101603498
6312,1959,Graduation,0.6764550129151363,0,1,2013-03-17,-0.6972739226226443,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.5702063773257106,0.05771761906439125,0.4413481248322091
8132,1975,PhD,0.45955023063091216,1,1,2013-04-05,1.3421143180823725,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.4761912244276492,1.390633884332676,0.10304939238062169
1050,1952,Graduation,-1.132678760959578,0,0,2014-04-30,0.3051372465374487,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.4535934929536092,-1.2751986462038936,-0.8950993429715868
5846,1977,Graduation,-0.5453597663836129,1,0,2012-12-19,0.6507962703857566,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,1.0056449802219944,0.05771761906439125,-0.9821861453848667
1859,1972,Master,1.1802656663116753,0,0,2012-08-27,-0.5244444106984903,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,3,False,False,False,True,False,False,False,False,1.5697358976103624,-1.2751986462038936,2.1613124724944877
7503,1976,Graduation,1.2085618810914809,0,0,2012-10-12,-0.3170489963895056,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,2,False,False,False,False,True,False,False,False,1.342120264278214,-1.2751986462038936,2.695556510375955
10401,1976,2n Cycle,-1.231567623064613,0,0,2013-09-04,-1.284894263164768,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,1,False,False,False,False,False,True,False,False,-0.2759299987568412,-1.2751986462038936,-0.9738124143835898
1618,1965,Graduation,0.2335255881824649,0,0,2013-01-02,-1.3885919703192602,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,2,False,False,False,False,False,True,False,False,0.9363706570339493,-1.2751986462038936,0.15496652458853857
3332,1985,Graduation,-1.0622832998000618,1,0,2012-08-29,1.3075484156975417,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,1.5598395657263557,0.05771761906439125,-0.7276247229460484
2261,1969,Graduation,-1.2326521469760343,1,0,2013-06-23,-1.5268555798585834,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.08528611500939431,0.05771761906439125,-0.9771619067841005
5346,1973,2n Cycle,-1.3679711531965333,1,0,2013-07-03,1.3075484156975417,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,0.03580445558936206,0.05771761906439125,-0.8716528961680113
4119,1963,Master,-0.6255159427459194,0,0,2013-05-11,0.23600544176778712,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.29805725051553306,-1.2751986462038936,-0.4713885543069748
535,1987,Graduation,1.4814675344381776,0,0,2014-02-25,-1.077498848855783,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,-1.1369108726654027,-1.2751986462038936,0.29899469781050153
5268,1960,Graduation,-1.0780581930570963,1,1,2013-08-11,1.5840756347761882,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.15717401614876378,1.390633884332676,-0.9101720587738852
273,1970,Master,-0.7478699585707931,1,1,2013-07-16,-0.04052177731085926,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.02852170165667989,1.390633884332676,-0.7510711697496237
4452,1957,Graduation,-0.04539424321847612,0,1,2014-05-28,-1.595987384628245,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,2,False,False,False,False,True,False,False,False,-1.5921421393296995,0.05771761906439125,-0.38095225949318406
8504,1973,Graduation,1.394311249193062,0,0,2014-05-12,0.7199280751554182,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.5129714842576478,-1.2751986462038936,1.2837454635606669
771,1967,Graduation,0.14143964879452608,0,1,2014-01-21,1.0310211966188954,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.9637250646952897,0.05771761906439125,-0.6790570831386423
8996,1957,PhD,0.0035818706904731422,2,1,2012-11-19,-1.5614214822434143,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.1540899584820912,2.7235501496009613,0.005914112765809459
9235,1957,Graduation,0.0035818706904731422,1,1,2014-05-27,-0.14421948446535163,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.5871939733876963,1.390633884332676,-0.9738124143835898
5798,1973,Master,0.0035818706904731422,0,0,2013-11-23,1.3075484156975417,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,-0.6717832741170994,-1.2751986462038936,0.6456671612633659
11178,1972,Master,-0.4394707953957689,1,0,2014-03-23,0.6853621727705874,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-1.2655631871574866,0.05771761906439125,-0.9503659675800143
2230,1970,PhD,-1.3646682849208416,1,0,2014-05-24,1.2038507085430494,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-1.5723494755616867,0.05771761906439125,-0.9319437593772052
7516,1983,Graduation,-1.0457196618801756,1,0,2014-05-22,-0.6627080202378136,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.56245314367768,0.05771761906439125,-0.9285942669766944
7247,1960,Graduation,-0.16725529362906752,0,1,2012-11-22,0.7890598799250799,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,2,False,False,False,False,False,False,True,False,1.1392454606560816,0.05771761906439125,0.010938351366575609
11100,1972,Graduation,0.024853328316755584,1,1,2013-04-11,-0.420746703543998,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,0.44650222877562984,1.390633884332676,-0.8984488353720975
4646,1951,2n Cycle,1.340282239787719,0,0,2013-12-01,-0.17878538685018244,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,1,False,False,False,True,False,False,False,False,-0.7113686016531252,-1.2751986462038936,0.6339439378615782
3037,1983,PhD,-0.057126820078395514,0,0,2013-06-20,-0.593576215468152,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.100130612835404,-1.2751986462038936,-0.3173119038834795
1473,1960,2n Cycle,-0.17183987198189318,0,1,2013-07-23,-1.6996850917827375,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,-0.06315886325070248,0.05771761906439125,-0.8833761195697991
1016,1959,PhD,-0.8259556801931138,0,1,2014-03-30,-0.21335128923501323,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,-1.300200348751509,0.05771761906439125,-0.9118468049741406
4518,1979,Graduation,1.6950201519052819,0,1,2013-04-20,0.3397031489222795,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.4019687352976008,0.05771761906439125,0.9538204621103564
9370,1945,PhD,0.7166316941791461,0,0,2013-05-17,0.6507962703857566,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.2683682548635137,-1.2751986462038936,0.8717578982978426
8908,1959,Graduation,1.7690635571304876,0,0,2014-05-08,-0.4898785083136596,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,-1.493178820489635,-1.2751986462038936,0.8332387356919688
8373,1979,Basic,-1.3169492328183123,1,0,2013-12-10,1.5495097323913574,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,-0.7559020951311543,0.05771761906439125,-0.9553902061807805
7533,1964,Graduation,-0.10908537474375286,1,1,2013-09-24,-1.1811965560102755,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.37489331759690575,1.390633884332676,-0.69078030654043
2683,1969,Graduation,0.054431253173695245,0,2,2013-02-02,0.23600544176778712,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.7829775128318492,1.390633884332676,0.5200611962442121
3629,1978,Graduation,-0.628621624855898,1,0,2012-12-19,-1.1120647512406139,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,1.0056449802219944,0.05771761906439125,-0.7611196469511561
