ID,Cluster,Income,Customer_Tenure,Total_Spend,Family_Size,Recency,Education_encoded,Marital_Single,Marital_Married,MntWines,NumWebVisitsMonth,Segment_0,Segment_1,Segment_2,Segment_3,Segment_4,Response_Probability,Response,Segment
8996,3,0.0035818706904731,1.1540899584820912,0.0059141127658094,2.7235501496009613,-1.5614214822434145,4,False,True,230,9,False,False,False,True,False,0.16,0,Segment 4
9235,3,0.0035818706904731,-1.5871939733876963,-0.9738124143835898,1.390633884332676,-0.1442194844653516,2,True,False,7,7,False,False,False,True,False,0.0,0,Segment 4
5798,4,0.0035818706904731,-0.6717832741170994,0.6456671612633659,-1.2751986462038936,1.3075484156975417,3,False,False,445,1,False,False,False,False,True,0.0,0,Segment 5
11178,3,-0.4394707953957689,-1.2655631871574866,-0.9503659675800143,0.0577176190643912,0.6853621727705874,3,True,False,15,7,False,False,False,True,False,0.0,0,Segment 4
2230,4,-1.3646682849208416,-1.5723494755616867,-0.9319437593772052,0.0577176190643912,1.2038507085430494,4,False,True,27,5,False,False,False,False,True,0.01,0,Segment 5
7516,4,-1.0457196618801756,-1.56245314367768,-0.9285942669766944,0.0577176190643912,-0.6627080202378136,2,False,True,5,6,False,False,False,False,True,0.0,0,Segment 5
7247,1,-0.1672552936290675,1.1392454606560816,0.0109383513665756,0.0577176190643912,0.7890598799250799,2,False,False,505,6,False,True,False,False,False,0.02,0,Segment 2
11100,3,0.0248533283167555,0.4465022287756298,-0.8984488353720975,1.390633884332676,-0.420746703543998,2,False,False,51,7,False,False,False,True,False,0.0,0,Segment 4
4646,0,1.340282239787719,-0.7113686016531252,0.6339439378615782,-1.2751986462038936,-0.1787853868501824,1,False,True,207,2,True,False,False,False,False,0.02,0,Segment 1
3037,2,-0.0571268200783955,0.100130612835404,-0.3173119038834795,-1.2751986462038936,-0.593576215468152,4,False,True,135,5,False,False,True,False,False,0.0,0,Segment 3
1473,0,-0.1718398719818931,-0.0631588632507024,-0.8833761195697991,0.0577176190643912,-1.6996850917827375,1,True,False,53,8,True,False,False,False,False,0.2174957698815566,0,Segment 1
1016,2,-0.8259556801931138,-1.300200348751509,-0.9118468049741406,0.0577176190643912,-0.2133512892350132,4,True,False,41,6,False,False,True,False,False,0.04,0,Segment 3
4518,3,1.695020151905282,0.4019687352976008,0.9538204621103564,0.0577176190643912,0.3397031489222795,2,False,False,386,5,False,False,False,True,False,0.06,0,Segment 4
9370,2,0.7166316941791461,0.2683682548635137,0.8717578982978426,-1.2751986462038936,0.6507962703857566,4,False,True,562,4,False,False,True,False,False,0.05,0,Segment 3
8908,3,1.7690635571304876,-1.493178820489635,0.8332387356919688,-1.2751986462038936,-0.4898785083136596,2,False,True,217,1,False,False,False,True,False,0.67,1,Segment 4
8373,3,-1.3169492328183123,-0.7559020951311543,-0.9553902061807804,0.0577176190643912,1.5495097323913574,0,False,False,1,5,False,False,False,True,False,0.01,0,Segment 4
7533,3,-0.1090853747437528,-0.3748933175969057,-0.69078030654043,1.390633884332676,-1.1811965560102755,2,False,True,144,7,False,False,False,True,False,0.04,0,Segment 4
2683,3,0.0544312531736952,0.7829775128318492,0.5200611962442121,1.390633884332676,0.2360054417677871,2,False,True,295,6,False,False,False,True,False,0.048568665377176,0,Segment 4
3629,3,-0.628621624855898,1.0056449802219944,-0.7611196469511561,0.0577176190643912,-1.112064751240614,2,True,False,76,7,False,False,False,True,False,0.17,0,Segment 4
10991,3,1.8609030138112848,1.065022971526033,0.4195764242288891,-1.2751986462038936,-1.077498848855783,3,False,True,454,2,False,False,False,True,False,0.19,0,Segment 4
5077,2,1.2811756866152677,-0.5678717893350316,0.6188712220592797,0.0577176190643912,-0.1096535820805208,2,False,False,425,3,False,False,True,False,False,0.04,0,Segment 3
7431,1,0.8290278086355168,1.1986234519601202,2.044080238476611,-1.2751986462038936,-0.3170489963895056,4,True,False,1332,9,False,True,False,False,False,0.4067249365482233,0,Segment 2
3267,0,0.29475189263633,-1.7306907857057898,0.0142878437670863,0.0577176190643912,-0.766405727392306,3,False,False,527,6,True,False,False,False,False,0.0,0,Segment 1
999,0,1.711978162156594,0.9363706570339492,0.2186068801982431,-1.2751986462038936,1.5840756347761882,2,True,False,490,3,True,False,False,False,False,0.76,1,Segment 1
9215,1,-0.3615822599391611,1.040282141816017,-0.0811726896474704,0.0577176190643912,-1.0429329464709522,4,False,True,378,7,False,True,False,False,False,0.04,0,Segment 2
2286,0,-0.0258235162714677,-0.3056189944088606,-0.8130367791590729,1.390633884332676,-0.766405727392306,2,True,False,64,6,True,False,False,False,False,0.12,0,Segment 1
1592,4,1.9450522100292784,-0.9785695625212992,1.883304603252094,-1.2751986462038936,-0.8355375321619676,2,False,True,547,1,False,False,False,False,True,0.23,0,Segment 5
367,3,-0.7275597835023613,0.6988586918177944,-0.0376292884408305,0.0577176190643912,0.8581916846947414,1,False,True,47,9,False,False,False,True,False,0.01,0,Segment 4
5234,3,-1.0133318341618267,-0.0037808719466637,-0.8683034037675006,1.390633884332676,1.2384166109278802,1,False,False,12,5,False,False,False,True,False,0.0,0,Segment 4
9862,4,-1.448866777680263,-0.6272497806390703,-0.948691221379759,0.0577176190643912,-0.420746703543998,2,False,False,1,6,False,False,False,False,True,0.02,0,Segment 5
9805,3,0.2376172011210082,0.100130612835404,0.1013746461803663,0.0577176190643912,0.5470985632312643,3,False,False,320,4,False,False,False,True,False,0.0,0,Segment 4
6205,4,-0.9244008734252946,-1.1319627067233995,-0.869978149967756,0.0577176190643912,-1.2503283607799371,3,True,False,34,5,False,False,False,False,True,0.12,0,Segment 5
8442,4,-1.5675728494394476,-0.2759299987568412,-0.9537154599805252,1.390633884332676,0.4779667584616027,3,False,True,9,7,False,False,False,False,True,0.01,0,Segment 5
7386,1,-1.001549960760479,0.3920724034135944,-0.9319437593772052,0.0577176190643912,1.1692848061582186,2,False,False,17,7,False,True,False,False,False,0.01,0,Segment 2
1491,4,0.9947627809172354,0.7038068577597977,-0.0677747200454274,-1.2751986462038936,1.3075484156975417,1,False,False,162,1,False,False,False,False,True,0.02,0,Segment 5
11071,0,1.3950014007730571,0.3970205693555976,2.216579097102916,-1.2751986462038936,-0.420746703543998,2,True,False,450,1,True,False,False,False,False,0.35,0,Segment 1
3381,3,0.1498200608373256,-1.646571964691735,-0.8532306879652022,1.390633884332676,0.0631759298436331,3,False,True,70,6,False,False,False,True,False,0.0,0,Segment 4
8268,2,0.0035818706904731,-0.0037808719466637,-0.3273603810850118,0.0577176190643912,-0.9046693369316292,4,False,True,352,6,False,False,True,False,False,0.04,0,Segment 3
11051,4,1.28502081684667,-1.5030751523736414,0.1030493923806216,1.390633884332676,0.7890598799250799,4,False,False,492,4,False,False,False,False,True,0.02,0,Segment 5
8026,0,0.5762351441915391,-0.4045823132489251,-0.2285503552699442,0.0577176190643912,-1.3540260679344294,2,False,True,120,5,True,False,False,False,False,0.01,0,Segment 1
433,2,0.4940578096306751,0.6048435389197331,0.0544817525732155,1.390633884332676,-0.247917191619844,3,False,False,534,8,False,False,True,False,False,0.0461748514301582,0,Segment 3
9597,2,1.0913840021165715,-1.0626883835353542,0.2102331491969662,-1.2751986462038936,-1.3540260679344294,2,False,True,236,4,False,False,True,False,False,0.09,0,Segment 3
1295,2,0.0035818706904731,-0.1571740161487637,0.2102331491969662,0.0577176190643912,1.618641537161019,2,False,True,231,4,False,False,True,False,False,0.0,0,Segment 3
5290,2,-0.4810277798197691,-0.1720185139747734,-0.5367036561169347,1.390633884332676,0.0631759298436331,4,False,True,220,8,False,False,True,False,False,0.07,0,Segment 3
1685,3,0.5753971029872592,0.5702063773257106,1.4780160227902914,-1.2751986462038936,-0.9738011417012908,4,False,False,796,3,False,False,False,True,False,0.1,0,Segment 4
5342,2,-2.0586649951475025,1.6637510505084236,-0.9553902061807804,0.0577176190643912,-0.6281421178529828,0,False,False,0,8,False,False,True,False,False,0.05,0,Segment 3
9579,4,-0.8649985410042742,0.0160117918213491,-0.826434748761116,2.7235501496009613,0.408834953691941,4,False,True,53,8,False,False,False,False,True,0.05,0,Segment 5
7660,2,-0.7615743970878418,-1.5476086458516705,-0.9218952821756728,1.390633884332676,-0.420746703543998,4,False,False,15,5,False,False,True,False,False,0.12,0,Segment 3
1461,3,-0.7092707666324869,-0.0878996929607186,-0.940317490378482,1.390633884332676,0.8581916846947414,4,False,False,17,7,False,False,False,True,False,0.02,0,Segment 4
821,2,2.048279167779998,1.307483102684191,2.4744900119422444,-1.2751986462038936,-0.1096535820805208,3,True,False,962,2,False,False,True,False,False,0.3,0,Segment 3
11084,3,0.6800536604393974,-0.6272497806390703,0.7595499028807319,0.0577176190643912,-1.5614214822434145,3,False,False,738,7,False,False,False,True,False,0.77,1,Segment 4
8690,3,1.7156261062222833,0.406916901239604,1.3155656413655192,-1.2751986462038936,0.8236257823099107,2,False,True,399,2,False,False,False,True,False,0.16,0,Segment 4
2937,4,0.8401688269982974,-0.2412928371628186,0.4547460944342522,0.0577176190643912,-0.07508767969569,4,True,False,614,6,False,False,False,False,True,0.05,0,Segment 5
9701,3,-0.4646613280655958,0.560310045441704,-0.4814370315085071,0.0577176190643912,-1.2503283607799371,2,False,False,32,7,False,False,False,True,False,0.06,0,Segment 4
9949,3,0.4190284735769048,1.3124312686261943,0.4647945716357844,1.390633884332676,-0.4553126059288288,2,False,True,598,8,False,False,False,True,False,0.04,0,Segment 4
10837,3,-1.3483511297080966,1.2629496092061625,-0.8900751043708206,0.0577176190643912,-0.07508767969569,2,False,True,2,6,False,False,False,True,False,0.72,1,Segment 4
3120,3,-0.6291145902701804,-0.2412928371628186,-0.9671134295825682,0.0577176190643912,-0.0059558749260284,2,False,False,6,8,False,False,False,True,False,0.0192291666666666,0,Segment 4
5885,3,-0.7700534022134978,1.5944767273203784,-0.6505863977343008,2.7235501496009613,1.5495097323913574,1,False,True,73,8,False,False,False,True,False,0.02,0,Segment 4
4050,3,-0.0839934351567823,-1.710898121937777,-0.791265078555753,-1.2751986462038936,0.5470985632312643,3,False,True,42,3,False,False,False,True,False,0.0,0,Segment 4
3830,1,0.3965985472270589,-1.4239044973015895,-0.2352493400709657,1.390633884332676,0.3397031489222795,3,False,True,295,3,False,True,False,False,False,0.0,0,Segment 2
7987,4,0.711751336577751,-1.186392532085435,-0.2335745938707103,0.0577176190643912,1.618641537161019,2,False,True,346,6,False,False,False,False,True,0.0,0,Segment 5
7798,3,-0.2447494567542494,1.030385809932011,-0.2854917260786272,0.0577176190643912,-0.7318398250074751,1,False,False,233,7,False,False,False,True,False,0.028568665377176,0,Segment 4
92,1,-0.8445897728529859,-1.5129714842576478,-0.8549054341654575,0.0577176190643912,-1.284894263164768,2,False,False,5,6,False,True,False,False,False,0.05,0,Segment 2
7055,4,0.4782336198322124,1.3569647621042236,0.7059580244725596,0.0577176190643912,0.2705713441526179,4,False,False,888,5,False,False,False,False,True,0.09,0,Segment 5
10240,4,0.8904512992550948,0.6988586918177944,1.3088666565644975,-1.2751986462038936,-1.3540260679344294,2,False,False,997,4,False,False,False,False,True,0.86,1,Segment 5
3025,2,-0.0661480871597621,0.0110636258793459,-0.4914855087100394,0.0577176190643912,-1.5614214822434145,2,True,False,212,7,False,False,True,False,False,0.23,0,Segment 3
9283,0,0.4382541247339156,-0.315515326292867,-0.9738124143835898,2.7235501496009613,-0.0059558749260284,2,True,False,8,4,True,False,False,False,False,0.0,0,Segment 1
9970,3,0.2004476088841207,-0.4887011342629799,-0.7326489615468146,0.0577176190643912,-1.595987384628245,2,False,False,42,2,False,False,False,True,False,0.03,0,Segment 4
2730,2,1.4300019451871024,-0.2017075096267928,1.0576547265261902,-1.2751986462038936,0.5125326608464335,2,True,False,536,1,False,False,True,False,False,0.08,0,Segment 3
2795,1,-1.0246700386903205,0.0457007874733685,-0.9821861453848668,2.7235501496009613,-1.6996850917827375,3,True,False,5,7,False,True,False,False,False,0.04,0,Segment 2
9260,3,0.938959096020476,1.2233642816701364,1.853159171647497,-1.2751986462038936,-1.0083670440861214,4,False,True,1349,6,False,False,False,True,False,0.22,0,Segment 4
8182,2,-1.3842883084092783,-0.8845544096232381,-0.8013135557572852,0.0577176190643912,1.445812025236865,2,False,True,53,8,False,False,True,False,False,0.04,0,Segment 3
10095,2,1.1267296223206145,0.3475389099355653,1.1614889909420238,-1.2751986462038936,-1.3885919703192602,4,False,False,1001,2,False,False,True,False,False,0.13,0,Segment 3
4370,2,-0.3858361583218516,-0.6223016146970671,-0.8565801803657129,2.7235501496009613,1.1692848061582186,2,False,False,18,6,False,False,True,False,False,0.01,0,Segment 3
