ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_encoded,Marital_Absurd,Marital_Alone,Marital_Divorced,Marital_Married,Marital_Single,Marital_Together,Marital_Widow,Marital_YOLO,Customer_Tenure,Family_Size,Total_Spend,Cluster
2139,1975,Master,-2.159624311992524,1,0,2013-10-02,-1.0429329464709522,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.4144786451329316,0.0577176190643912,-0.9520407137802698,1
1371,1976,Graduation,1.411466445610087,0,0,2014-06-28,0.7890598799250799,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.7455352835317994,-1.2751986462038936,0.6439924150631104,3
9909,1996,2n Cycle,-2.159624311992524,0,0,2012-11-09,-0.8701034345467984,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,1,False,False,False,True,False,False,False,False,1.2035716179021236,-1.2751986462038936,-0.7996388095570299,2
7286,1968,Graduation,-0.4723022919869719,1,0,2013-05-24,1.4803779276216955,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.2337310932694911,0.0577176190643912,-0.9118468049741406,4
7244,1951,Graduation,0.0035818706904731,2,1,2014-01-01,1.618641537161019,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-0.8647617458552251,2.7235501496009613,-0.7962893171565191,4
6566,1954,PhD,1.0471157079140183,1,1,2012-11-08,-0.3516148987743364,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.2085197838441268,1.390633884332676,1.205032392148664,4
8614,1957,Graduation,0.6988849392649823,0,1,2014-05-12,-0.6972739226226443,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True,False,-1.5129714842576478,0.0577176190643912,-0.1548615224587073,1
4114,1964,Master,1.3721278055503572,0,0,2012-08-11,-1.630553287013076,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,1.6489065526824138,-1.2751986462038936,1.831387471044177,3
1331,1977,Graduation,-0.7650251549878181,1,0,2013-01-02,0.1668736369981255,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.9363706570339492,0.0577176190643912,-0.8833761195697991,3
2225,1977,Graduation,1.54165861152205,0,0,2014-06-07,0.1668736369981255,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,2,False,False,True,False,False,False,False,False,-1.6416237987497315,-1.2751986462038936,1.704106759824768,3
9381,1978,Graduation,0.7426109715118248,1,1,2013-06-12,0.2705713441526179,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.1397159403714298,1.390633884332676,0.0109383513665756,0
6260,1955,Master,1.5318978963192598,0,0,2012-11-19,0.2014395393829563,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,3,False,False,False,False,False,True,False,False,1.1540899584820912,-1.2751986462038936,2.2735204679115983,4
10383,1966,Graduation,0.935557634661928,0,0,2013-04-02,-0.6627080202378136,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,2,False,False,True,False,False,False,False,False,0.4910357222536589,-1.2751986462038936,0.8265397508909472,0
7437,1988,Graduation,-1.152101598282302,1,0,2014-04-28,-0.6281421178529828,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.4436971610696028,0.0577176190643912,-0.9553902061807804,1
8557,1982,Graduation,0.0035818706904731,1,0,2013-06-17,0.2705713441526179,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.1149751106614136,0.0577176190643912,-0.926919520776439,4
8375,1968,PhD,0.2289903063710675,0,1,2014-03-03,0.4779667584616027,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-1.166599868317422,0.0577176190643912,-0.1364393142558981,0
6853,1982,Master,1.2061956471029258,0,0,2013-07-04,-1.284894263164768,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,3,False,False,False,False,True,False,False,False,0.0308562896473588,-1.2751986462038936,1.4043271899790546,4
3076,1975,Graduation,0.7564140031117299,1,1,2012-09-07,-1.077498848855783,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,1.5153060722483267,1.390633884332676,0.0209868285681079,3
1012,1952,Graduation,0.5183117080133657,0,1,2013-02-18,-0.8009716297771368,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,0.7038068577597977,0.0577176190643912,0.4765177950375721,2
6518,1951,PhD,0.8070415511585249,0,1,2013-06-11,-1.423157872704091,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,4,False,False,False,False,False,False,True,False,0.144664106313433,0.0577176190643912,0.0109383513665756,4
4137,1948,Graduation,0.954241023863228,0,0,2013-12-06,-0.6972739226226443,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.7361094313631413,-1.2751986462038936,0.7980690654866057,3
8082,1971,Graduation,-1.261392030628694,1,0,2013-05-21,0.8927575870795722,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,0.2485755910955008,0.0577176190643912,-0.9470164751795036,0
1386,1967,Graduation,-0.928492486363838,1,1,2014-05-11,-1.6996850917827375,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-1.5080233183156446,1.390633884332676,-0.9855356377853774,0
9369,1979,2n Cycle,1.818310802017292,0,1,2014-03-19,-1.0429329464709522,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,1,False,False,False,False,True,False,False,False,-1.2457705233894736,0.0577176190643912,1.1296688131371715,3
4477,1958,Graduation,0.8768454538209026,0,1,2013-09-27,-1.5614214822434145,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.3897378154229154,0.0577176190643912,0.0896514227785786,3
1357,1970,Graduation,1.1606949393646668,1,2,2013-04-08,1.411246122852034,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.4613467266016395,2.7235501496009613,1.611995718810722,2
1402,1954,Master,0.7730762341144726,0,0,2012-09-11,-1.6651191893979067,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,3,False,False,False,True,False,False,False,False,1.495513408480314,-1.2751986462038936,1.0944991429318085,1
10629,1973,2n Cycle,0.0035818706904731,1,0,2012-09-14,-0.8355375321619676,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,1.4806689106543045,0.0577176190643912,-0.8214105101603498,4
6312,1959,Graduation,0.6764550129151363,0,1,2013-03-17,-0.6972739226226443,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.5702063773257106,0.0577176190643912,0.4413481248322091,4
8132,1975,PhD,0.4595502306309121,1,1,2013-04-05,1.3421143180823725,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.4761912244276492,1.390633884332676,0.1030493923806216,3
1050,1952,Graduation,-1.132678760959578,0,0,2014-04-30,0.3051372465374487,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.4535934929536092,-1.2751986462038936,-0.8950993429715868,3
5846,1977,Graduation,-0.5453597663836129,1,0,2012-12-19,0.6507962703857566,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,1.0056449802219944,0.0577176190643912,-0.9821861453848668,4
1859,1972,Master,1.1802656663116753,0,0,2012-08-27,-0.5244444106984903,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,3,False,False,False,True,False,False,False,False,1.5697358976103624,-1.2751986462038936,2.161312472494488,4
7503,1976,Graduation,1.2085618810914809,0,0,2012-10-12,-0.3170489963895056,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,2,False,False,False,False,True,False,False,False,1.342120264278214,-1.2751986462038936,2.695556510375955,0
10401,1976,2n Cycle,-1.231567623064613,0,0,2013-09-04,-1.284894263164768,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,1,False,False,False,False,False,True,False,False,-0.2759299987568412,-1.2751986462038936,-0.9738124143835898,4
1618,1965,Graduation,0.2335255881824649,0,0,2013-01-02,-1.3885919703192602,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,2,False,False,False,False,False,True,False,False,0.9363706570339492,-1.2751986462038936,0.1549665245885385,0
3332,1985,Graduation,-1.0622832998000618,1,0,2012-08-29,1.3075484156975417,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,1.5598395657263555,0.0577176190643912,-0.7276247229460484,4
2261,1969,Graduation,-1.2326521469760343,1,0,2013-06-23,-1.5268555798585834,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.0852861150093943,0.0577176190643912,-0.9771619067841004,3
5346,1973,2n Cycle,-1.3679711531965333,1,0,2013-07-03,1.3075484156975417,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,0.035804455589362,0.0577176190643912,-0.8716528961680113,0
4119,1963,Master,-0.6255159427459194,0,0,2013-05-11,0.2360054417677871,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,0.298057250515533,-1.2751986462038936,-0.4713885543069748,4
535,1987,Graduation,1.4814675344381776,0,0,2014-02-25,-1.077498848855783,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,-1.1369108726654027,-1.2751986462038936,0.2989946978105015,4
5268,1960,Graduation,-1.0780581930570965,1,1,2013-08-11,1.5840756347761882,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.1571740161487637,1.390633884332676,-0.9101720587738852,2
273,1970,Master,-0.7478699585707931,1,1,2013-07-16,-0.0405217773108592,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,3,False,False,False,True,False,False,False,False,-0.0285217016566798,1.390633884332676,-0.7510711697496237,4
4452,1957,Graduation,-0.0453942432184761,0,1,2014-05-28,-1.595987384628245,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,2,False,False,False,False,True,False,False,False,-1.5921421393296995,0.0577176190643912,-0.380952259493184,2
8504,1973,Graduation,1.394311249193062,0,0,2014-05-12,0.7199280751554182,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.5129714842576478,-1.2751986462038936,1.2837454635606669,4
771,1967,Graduation,0.141439648794526,0,1,2014-01-21,1.0310211966188954,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,-0.9637250646952896,0.0577176190643912,-0.6790570831386423,1
8996,1957,PhD,0.0035818706904731,2,1,2012-11-19,-1.5614214822434145,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,1.1540899584820912,2.7235501496009613,0.0059141127658094,3
9235,1957,Graduation,0.0035818706904731,1,1,2014-05-27,-0.1442194844653516,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,False,False,False,False,True,False,False,False,-1.5871939733876963,1.390633884332676,-0.9738124143835898,3
5798,1973,Master,0.0035818706904731,0,0,2013-11-23,1.3075484156975417,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,3,False,False,False,False,False,True,False,False,-0.6717832741170994,-1.2751986462038936,0.6456671612633659,4
11178,1972,Master,-0.4394707953957689,1,0,2014-03-23,0.6853621727705874,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,3,False,False,False,False,True,False,False,False,-1.2655631871574866,0.0577176190643912,-0.9503659675800143,3
2230,1970,PhD,-1.3646682849208416,1,0,2014-05-24,1.2038507085430494,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,-1.5723494755616867,0.0577176190643912,-0.9319437593772052,4
7516,1983,Graduation,-1.0457196618801756,1,0,2014-05-22,-0.6627080202378136,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-1.56245314367768,0.0577176190643912,-0.9285942669766944,4
7247,1960,Graduation,-0.1672552936290675,0,1,2012-11-22,0.7890598799250799,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,2,False,False,False,False,False,False,True,False,1.1392454606560816,0.0577176190643912,0.0109383513665756,1
11100,1972,Graduation,0.0248533283167555,1,1,2013-04-11,-0.420746703543998,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,0.4465022287756298,1.390633884332676,-0.8984488353720975,3
4646,1951,2n Cycle,1.340282239787719,0,0,2013-12-01,-0.1787853868501824,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,1,False,False,False,True,False,False,False,False,-0.7113686016531252,-1.2751986462038936,0.6339439378615782,0
3037,1983,PhD,-0.0571268200783955,0,0,2013-06-20,-0.593576215468152,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.100130612835404,-1.2751986462038936,-0.3173119038834795,2
1473,1960,2n Cycle,-0.1718398719818931,0,1,2013-07-23,-1.6996850917827375,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,-0.0631588632507024,0.0577176190643912,-0.8833761195697991,0
1016,1959,PhD,-0.8259556801931138,0,1,2014-03-30,-0.2133512892350132,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,4,False,False,False,False,True,False,False,False,-1.300200348751509,0.0577176190643912,-0.9118468049741406,2
4518,1979,Graduation,1.695020151905282,0,1,2013-04-20,0.3397031489222795,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False,False,0.4019687352976008,0.0577176190643912,0.9538204621103564,3
9370,1945,PhD,0.7166316941791461,0,0,2013-05-17,0.6507962703857566,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,4,False,False,False,True,False,False,False,False,0.2683682548635137,-1.2751986462038936,0.8717578982978426,2
8908,1959,Graduation,1.7690635571304876,0,0,2014-05-08,-0.4898785083136596,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,2,False,False,False,True,False,False,False,False,-1.493178820489635,-1.2751986462038936,0.8332387356919688,3
8373,1979,Basic,-1.3169492328183123,1,0,2013-12-10,1.5495097323913574,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,-0.7559020951311543,0.0577176190643912,-0.9553902061807804,3
7533,1964,Graduation,-0.1090853747437528,1,1,2013-09-24,-1.1811965560102755,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,-0.3748933175969057,1.390633884332676,-0.69078030654043,3
2683,1969,Graduation,0.0544312531736952,0,2,2013-02-02,0.2360054417677871,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,2,False,False,False,True,False,False,False,False,0.7829775128318492,1.390633884332676,0.5200611962442121,3
